12460	brachial means neutral and moderate
12436	brachiosaur means neutral and calm
12532	brachiosaurus means positive and calm
12532	bracket means neutral and moderate
12464	brackets means neutral and calm
12412	brackish means neutral and moderate
12444	brackishness means negative and calm
12368	brad means neutral and moderate
12428	brag means negative and moderate
12356	braggart means negative and active
12532	bragger means negative and active
12412	bragging means negative and active
12292	braid means neutral and calm
12436	braider means positive and active
12524	brail means neutral and active
12500	braille means positive and calm
12348	brain means positive and moderate
12320	brainchild means positive and moderate
12400	brainer means positive and moderate
12380	braininess means positive and moderate
12348	brainless means negative and calm
12312	brainlessly means negative and moderate
12504	brainlessness means negative and calm
12424	brainpower means positive and moderate
12364	brains means positive and moderate
12444	brainstem means neutral and moderate
12348	brainstorm means positive and active
12328	brainteaser means positive and active
12364	brainwash means negative and moderate
12320	brainwashed means negative and active
12464	brainwasher means negative and active
12472	brainwave means positive and active
12488	brainwork means positive and active
12288	brainworker means positive and active
12372	brainy means positive and moderate
12496	braise means positive and active
12468	braised means positive and calm
12308	brake means negative and moderate
12372	brakeless means negative and active
12388	brakeman means neutral and active
12452	braless means neutral and moderate
12432	bramble means negative and active
12500	brambleberry means positive and calm
12528	bran means positive and moderate
12528	branch means neutral and calm
12292	branching means neutral and moderate
12392	branchless means neutral and calm
12436	branchlike means neutral and calm
12296	brand means neutral and calm
12488	branded means neutral and moderate
12520	brandied means positive and moderate
12300	brandish means neutral and active
12348	brandisher means negative and active
12304	brands means neutral and moderate
12376	brandy means neutral and moderate
12528	brash means neutral and active
12516	brashness means negative and active
12348	brass means neutral and calm
12440	brasserie means positive and active
12440	brassiere means neutral and moderate
12460	brassiness means negative and moderate
12388	brasslike means neutral and calm
12516	brassware means positive and calm
12300	brassy means negative and active
12312	brat means negative and moderate
12528	bratty means negative and active
12420	bratwurst means neutral and moderate
12436	bravado means neutral and moderate
12488	brave means positive and active
12464	bravely means positive and active
12408	braveness means positive and moderate
12380	braver means positive and active
12532	bravery means positive and active
12304	bravest means positive and active
12304	brawl means negative and active
12424	brawler means negative and active
12368	brawn means neutral and moderate
12500	brawniness means positive and active
12300	brawny means positive and active
12364	braze means positive and active
12304	brazen means negative and moderate
12368	brazenfaced means negative and active
12512	brazenly means negative and active
12500	brazenness means negative and active
12368	brazier means neutral and calm
12404	brazilian means neutral and moderate
12428	brb means neutral and moderate
12320	breach means negative and active
12472	bread means positive and calm
12468	breadbasket means positive and calm
12376	breadbin means neutral and calm
12540	breadboard means neutral and moderate
12328	breadbox means neutral and calm
12484	breadcrumb means positive and moderate
12376	breadfruit means positive and moderate
12324	breadless means negative and moderate
12416	breadline means negative and calm
12376	breadstick means positive and calm
12360	breadth means positive and moderate
12396	breadwinner means positive and active
12404	breadwinning means positive and calm
12456	break means neutral and calm
12404	breakable means negative and active
12384	breakage means negative and moderate
12408	breakaway means neutral and active
12440	breakdance means positive and active
12404	breakdown means neutral and moderate
12364	breaker means negative and moderate
12516	breakers means neutral and moderate
12424	breakeven means neutral and moderate
12364	breakfast means positive and calm
12504	breakingnews means neutral and moderate
12352	breakneck means negative and active
12364	breakout means negative and moderate
12432	breakpoint means neutral and active
12468	breakthrough means positive and moderate
12484	breakup means negative and active
12332	breakwater means neutral and calm
12400	breast means positive and moderate
12360	breastbone means neutral and calm
12496	breastfeed means positive and active
12488	breastmilk means positive and calm
12332	breastplate means neutral and moderate
12532	breaststroke means positive and active
12292	breath means positive and moderate
12408	breathable means positive and moderate
12360	breathalyzer means negative and active
12360	breathe means positive and moderate
12452	breather means neutral and moderate
12504	breathiness means neutral and active
12540	breathless means negative and moderate
12532	breathlessly means neutral and active
12416	breathlessness means negative and active
12492	breathtaking means positive and active
12412	breathy means negative and moderate
12288	bred means neutral and active
12480	breech means neutral and moderate
12472	breeches means neutral and moderate
12536	breed means neutral and moderate
12496	breeder means neutral and moderate
12432	breeding means positive and moderate
12376	breeze means positive and calm
12368	breezeless means negative and calm
12476	breezeway means positive and moderate
12320	breezily means positive and active
12392	breeziness means positive and moderate
12488	breezy means neutral and moderate
12488	brethren means positive and moderate
12524	breve means neutral and moderate
12540	brevity means neutral and moderate
12288	brew means positive and moderate
12464	brewery means positive and moderate
12316	brewing means positive and moderate
12488	briar means neutral and moderate
12332	bribable means negative and active
12380	bribe means negative and active
12512	bribed means negative and active
12400	briber means negative and active
12424	bribery means negative and active
12312	brick means negative and moderate
12360	bricklayer means neutral and active
