12404	blobby means negative and calm
12376	block means negative and moderate
12300	blockade means neutral and moderate
12328	blockage means negative and moderate
12472	blockbuster means positive and active
12476	blocker means negative and active
12376	blockhead means negative and calm
12376	blockheadedness means negative and calm
12356	blockhouse means neutral and moderate
12360	blockish means negative and calm
12372	blocky means negative and moderate
12476	blog means neutral and moderate
12388	blogger means neutral and active
12508	blogosphere means neutral and active
12324	bloke means neutral and moderate
12356	blond means neutral and moderate
12292	blonde means positive and moderate
12420	blondeness means neutral and moderate
12340	blondish means neutral and calm
12472	blondness means positive and moderate
12360	blood means negative and active
12456	bloodbath means negative and active
12480	bloodcurdling means negative and active
12348	bloodhound means negative and moderate
12476	bloodied means negative and active
12472	bloodily means negative and active
12396	bloodiness means negative and active
12340	bloodless means negative and moderate
12456	bloodlessly means negative and calm
12508	bloodlessness means negative and calm
12288	bloodletting means negative and active
12376	bloodline means neutral and active
12464	bloodlust means negative and active
12332	bloodshed means negative and active
12296	bloodshot means negative and active
12456	bloodstain means negative and active
12336	bloodstock means positive and calm
12528	bloodstone means neutral and moderate
12436	bloodstream means neutral and moderate
12472	bloodsucker means negative and active
12444	bloodsucking means negative and active
12436	bloodthirstily means negative and active
12488	bloodthirstiness means negative and active
12288	bloodthirsty means negative and active
12496	bloodworm means negative and calm
12452	bloody means negative and active
12488	bloom means positive and moderate
12488	bloomer means neutral and moderate
12536	bloomers means neutral and moderate
12356	blooming means positive and moderate
12492	bloomless means negative and calm
12492	blooper means negative and active
12312	blossom means positive and calm
12304	blossomless means negative and calm
12468	blot means neutral and calm
12428	blotch means negative and moderate
12468	blotched means negative and moderate
12452	blotchy means negative and moderate
12416	blotter means neutral and calm
12444	blotting means negative and calm
12428	blouse means neutral and calm
12368	bloused means neutral and calm
12492	blow means negative and active
12416	blowback means negative and active
12320	blower means neutral and moderate
12524	blowfish means negative and moderate
12344	blowfly means negative and active
12288	blowgun means neutral and active
12332	blowhard means negative and active
12340	blowhole means neutral and moderate
12456	blowing means neutral and moderate
12400	blown means negative and moderate
12492	blowout means neutral and active
12516	blowpipe means neutral and active
12532	blowtorch means neutral and active
12500	blowup means negative and active
12400	blowy means neutral and active
12320	blub means negative and calm
12512	blubber means neutral and calm
12304	blubberer means negative and active
12304	blubbery means negative and calm
12532	bluddy means negative and moderate
12520	bludgeon means negative and active
12384	bludgeoner means negative and active
12428	blue means neutral and calm
12416	bluebeard means negative and active
12448	bluebell means positive and calm
12432	blueberries means positive and calm
12520	blueberry means positive and calm
12480	bluebird means neutral and moderate
12372	blueblood means positive and calm
12392	bluebonnet means positive and calm
12468	bluebook means neutral and calm
12488	bluebottle means neutral and moderate
12528	bluecoat means neutral and active
12384	bluefin means positive and active
12340	bluefish means neutral and active
12320	bluegrass means neutral and moderate
12444	bluejacket means neutral and active
12356	bluejay means neutral and moderate
12420	blueness means neutral and calm
12536	blueprint means neutral and calm
12380	bluer means neutral and calm
12356	blueray means positive and moderate
12348	blues means neutral and calm
12408	bluesman means neutral and active
12340	bluestone means neutral and calm
12300	bluesy means negative and active
12396	bluetooth means neutral and moderate
12496	bluff means neutral and calm
12448	bluffer means negative and active
12328	bluish means neutral and calm
12312	bluishness means neutral and moderate
12536	blume means neutral and calm
12476	blunder means negative and moderate
12420	blunderbuss means negative and active
12316	blunderer means negative and active
12488	blunt means neutral and active
12472	bluntly means negative and moderate
12536	bluntness means negative and calm
12324	blur means negative and moderate
12364	blurb means neutral and moderate
12480	blurred means negative and moderate
12388	blurredness means negative and calm
12516	blurriness means negative and calm
12368	blurry means negative and moderate
12320	blurt means neutral and moderate
12364	blush means positive and moderate
12292	blusher means positive and moderate
12288	blushful means positive and active
12444	blushing means neutral and active
12312	blushless means neutral and calm
12508	bluster means negative and active
12432	blusterer means negative and active
12432	blusterous means negative and active
12408	blusterously means negative and active
12372	blustery means negative and active
12416	boa means negative and moderate
12476	boar means neutral and moderate
12364	board means neutral and calm
12308	boarder means neutral and moderate
12316	boarding means neutral and moderate
12396	boardinghouse means neutral and calm
12348	boardroom means neutral and moderate
12540	boards means neutral and calm
12524	boardwalk means neutral and moderate
12368	boast means neutral and moderate
12392	boaster means negative and active
12416	boastful means neutral and active
12288	boastfully means negative and active
12404	boastfulness means negative and active
12300	boasting means neutral and moderate
12412	boat means neutral and moderate
12428	boatbuilding means positive and active
12288	boater means neutral and active
12352	boathouse means neutral and moderate
12316	boating means neutral and moderate
12540	boatload means neutral and moderate
12472	boatman means neutral and moderate
12368	boatmanship means positive and active
12456	boatswain means neutral and active
12456	boatwoman means neutral and active
12312	boatyard means neutral and calm
12512	bobbed means neutral and active
12460	bobber means neutral and active
12356	bobbin means neutral and moderate
12436	bobbing means neutral and active
12488	bobble means neutral and active
12320	bobcat means neutral and moderate
12360	bobsled means positive and moderate
12304	bobsledder means positive and active
12392	bobsleigh means positive and active
12384	bobtail means neutral and calm
12364	boca means neutral and moderate
12404	bodacious means positive and active
12328	bode means negative and moderate
12356	bodega means neutral and calm
12476	bodice means neutral and moderate
12380	bodied means neutral and moderate
12300	bodies means neutral and moderate
12304	bodiless means negative and calm
12504	bodily means neutral and moderate
12316	body means positive and moderate
12304	bodybuilder means positive and active
12532	bodybuilding means positive and active
12420	bodyguard means neutral and active
12536	bodyline means neutral and active
12424	bodysuit means neutral and moderate
12392	bodysurf means positive and active
12332	bodywork means positive and active
12424	bog means negative and moderate
12524	bogey means neutral and moderate
12436	bogeyman means neutral and active
12316	bogginess means negative and calm
12336	boggle means neutral and active
