12536	anoint means positive and moderate
12456	anointed means neutral and moderate
12400	anointer means positive and moderate
12404	anointing means positive and moderate
12440	anointment means positive and calm
12336	anomalism means negative and moderate
12492	anomalistic means negative and active
12540	anomalous means negative and moderate
12492	anomalously means neutral and moderate
12416	anomaly means negative and moderate
12516	anon means neutral and moderate
12524	anonymity means neutral and calm
12396	anonymous means neutral and calm
12324	anonymously means neutral and moderate
12464	anorexia means negative and calm
12456	anorexic means negative and moderate
12372	another means neutral and calm
12520	answer means neutral and moderate
12396	answerability means positive and moderate
12500	answerable means positive and moderate
12400	answerably means neutral and moderate
12480	answerer means positive and active
12412	answering means positive and moderate
12384	answerless means negative and calm
12484	ant means neutral and calm
12400	antacid means positive and calm
12320	antagonism means negative and moderate
12456	antagonist means negative and moderate
12500	antagonistic means negative and moderate
12368	antagonistically means negative and active
12392	antagonize means negative and active
12380	antarctic means neutral and calm
12428	ante means neutral and calm
12436	anteater means neutral and active
12428	antebellum means neutral and calm
12540	antecede means neutral and active
12528	antecedence means neutral and calm
12336	antecedent means neutral and moderate
12348	antechamber means neutral and calm
12400	antelope means neutral and moderate
12360	antenna means neutral and calm
12480	antennae means neutral and moderate
12452	antepartum means neutral and calm
12328	anterior means neutral and calm
12424	anteroom means neutral and calm
12408	anthem means positive and calm
12444	anthill means negative and moderate
12420	anthological means positive and moderate
12424	anthologist means positive and calm
12476	anthologize means positive and active
12516	anthology means negative and moderate
12528	anthrax means negative and active
12512	anthropic means neutral and moderate
12488	anthropocentric means neutral and moderate
12464	anthropogenesis means neutral and moderate
12456	anthropogenic means neutral and moderate
12492	anthropography means neutral and moderate
12336	anthropoid means neutral and moderate
12412	anthropological means neutral and moderate
12416	anthropologically means neutral and moderate
12532	anthropologist means neutral and moderate
12380	anthropology means neutral and moderate
12372	anthropomorphic means neutral and moderate
12464	anthropomorphically means neutral and calm
12380	anthropomorphism means neutral and active
12356	anthropomorphist means neutral and active
12316	anthropomorphize means neutral and active
12516	anthropomorphosis means neutral and moderate
12288	anthropomorphous means neutral and moderate
12420	anti means neutral and moderate
12296	antiaircraft means negative and moderate
12288	antibacterial means positive and moderate
12540	antibiotic means neutral and moderate
12528	antibiotics means neutral and moderate
12340	antibody means positive and calm
12368	antic means neutral and active
12516	anticensorship means positive and active
12372	antichrist means negative and active
12416	antichristian means negative and moderate
12452	antichurch means negative and active
12484	anticipant means positive and active
12460	anticipatable means positive and calm
12312	anticipate means neutral and moderate
12416	anticipated means positive and active
12496	anticipation means positive and moderate
12380	anticipative means positive and active
12504	anticipator means positive and active
12428	anticipatorily means neutral and active
12484	anticipatory means positive and moderate
12540	anticlassical means neutral and active
12480	anticlassicist means neutral and active
12420	anticlerical means negative and active
12460	anticlericalism means negative and active
12304	anticlimactic means negative and calm
12292	anticlimax means negative and calm
12336	anticlockwise means neutral and active
12396	anticoagulant means neutral and calm
12464	anticoagulation means negative and moderate
12508	anticommunism means negative and active
12460	anticommunist means neutral and active
12436	anticonvulsant means positive and active
12532	anticonvulsive means positive and calm
12452	anticorrosion means positive and calm
12420	anticorrosive means positive and calm
12452	antics means neutral and active
12444	anticyclone means neutral and calm
12340	antidemocrat means negative and active
12320	antidemocratic means negative and active
12352	antidepressant means positive and calm
12512	antidiuretic means negative and calm
12384	antidotal means neutral and active
12528	antidote means neutral and moderate
12504	antidrug means positive and calm
12312	antiestablishment means negative and active
12352	antievolution means negative and moderate
12316	antievolutionist means negative and active
12500	antifascist means positive and active
12380	antifeminism means negative and active
12324	antifeminist means negative and active
12356	antifreeze means neutral and moderate
12376	antifriction means positive and moderate
12420	antifundamentalist means negative and active
12288	antifungal means neutral and moderate
12488	antigambling means positive and calm
12348	antigen means neutral and moderate
